method,sample_idx,psnr,ssim,speed_mae,speed_rmse,wpd_bias,wpd_mae,wpd_rmse,wpd_w1,psd_log_l2,psd_slope_delta,grad_mae,grad_w1,grad_kurtosis_delta,exceed_err_5ms,exceed_err_10ms,exceed_err_15ms,exceed_err_20ms,exceed_err_p90,exceed_err_p95,exceed_err_p99,exceed_frac_abs_delta_t5,exceed_frac_abs_delta_t10,exceed_frac_abs_delta_t15,exceed_frac_abs_delta_p90,exceed_frac_abs_delta_p95,exceed_frac_abs_delta_p99
cnn,88,29.552571478217455,0.7066360816163882,0.6181615639737266,0.9422323176078112,-16.86042290239894,66.79896096298965,129.69752510345361,18.200852876133222,1.2866810121117902,-0.12032537028265056,0.33027742040907787,0.24474476135537368,2.2987053668835102,0.006668000000000007,-0.014020000000000005,-0.00164,-4e-06,-0.012244000000000005,-0.012040000000000002,-0.006464,0.006668,0.01402,0.00164,0.012224,0.011944,0.006444
gan,88,26.86625235460083,0.5395412062120782,0.8492281234736464,1.2339845747989255,19.348263629281202,97.56714479967381,201.17095999239456,19.576756632927104,0.499993628597372,-0.01113507845205941,0.36773633492706714,0.05959195648506414,8.932429383429,0.017835999999999963,0.016727999999999993,0.000276,0.000136,0.015171999999999991,0.006207999999999998,-0.00020799999999999985,0.017836,0.016728,0.000276,0.015192,0.006304,0.000188
bicubic,88,30.212156399933438,0.7135136466306345,0.555264008852489,0.8971130276383256,-13.500126486740129,59.31945410152195,126.34884778600659,16.326486521864304,1.8388129794048844,0.7706216849872756,0.3535271308642878,0.3146531600655892,-8.676549624703618,0.014063999999999965,-0.014548000000000005,-0.001152,-4e-06,-0.00948800000000001,-0.008268000000000005,-0.004288,0.014064,0.014548,0.001152,0.009468,0.008172,0.004268
cnn,89,29.334538103760792,0.7043491591828217,0.5603876637806688,0.8490622165303505,-15.342202716186524,61.57184663142792,115.41840046384942,16.442056393769956,1.234441928155212,0.0036541165376333673,0.29438886531147523,0.2138186374817058,1.1884943888075306,0.007452000000000014,-0.012640000000000012,-0.000752,0.0,-0.008680000000000007,-0.007376000000000001,-0.00626,0.007452,0.01264,0.000752,0.008592,0.007292,0.00626
gan,89,26.5082385978858,0.5162483701646382,0.7963569224462127,1.1315170083749366,15.017444802543594,91.19188441417046,165.82658190623465,15.524717429176587,0.4892690648320064,0.032769233853628066,0.333812935614588,0.057128043501009244,4.494596518062156,0.014080000000000092,0.013932,0.0003840000000000001,6e-05,0.00952399999999999,0.004656,-0.0008000000000000004,0.01408,0.013932,0.000384,0.009612,0.00474,0.0008
bicubic,89,30.229997964405733,0.7236276896390411,0.4904212183936251,0.7887566461501333,-10.576375104740071,52.645459811064796,107.04651958173591,12.899552275931724,1.7403119282106345,0.8323065854819358,0.30899804852093543,0.27223856584846046,-11.342563240217446,0.010975999999999986,-0.009500000000000008,-0.00062,0.0,-0.007608000000000004,-0.005616000000000003,-0.003424,0.010976,0.0095,0.00062,0.00752,0.005532,0.003424
cnn,90,29.917500740440197,0.7141968419752897,0.5361480804969435,0.8015137157550762,-15.441706401658735,60.48583347962808,110.63224534838017,16.703757036882056,1.158617963832786,0.05638975948573144,0.2773526099146924,0.2000677243574337,-6.607797886708475,0.009243999999999919,-0.008903999999999995,-0.000628,0.0,-0.010960000000000011,-0.009396000000000002,-0.00772,0.009244,0.008904,0.000628,0.010904,0.00932,0.007668
gan,90,27.225857962104634,0.5321658770532381,0.7484251935392054,1.057308383132345,10.897930671452027,87.13931195587801,152.08985870750516,11.133729835159334,0.47766559506596695,0.03913373600628178,0.31411240691416165,0.054377428175233875,-4.095846431360524,0.011355999999999922,0.007812000000000013,0.00017200000000000006,3.6e-05,0.006043999999999994,0.002671999999999994,-0.0006399999999999999,0.011356,0.007812,0.000172,0.0061,0.002748,0.000588
bicubic,90,30.915044764650823,0.7377910752249554,0.45809471321027895,0.737755642315095,-9.688623637584374,50.98374383604833,103.06599784760664,11.79151309172843,1.6256562620958654,0.825904355417832,0.2884449761203212,0.2529459727847656,-16.295485500203366,0.010104000000000002,-0.009192000000000006,-0.0006119999999999999,0.0,-0.007908000000000012,-0.004028000000000004,-0.00302,0.010104,0.009192,0.000612,0.007852,0.003952,0.002968
cnn,91,30.770641987394313,0.7218715239839328,0.5407779289216728,0.8071249626281325,-16.1251425079828,64.06492363861946,118.27128093158136,16.98323307808437,1.1828478868871635,-0.0681024825769434,0.27696959061910514,0.19609938679482716,-11.22209726405453,0.0051720000000000654,-0.010891999999999985,-0.001472,0.0,-0.01126400000000001,-0.008612000000000002,-0.005448000000000001,0.005172,0.010892,0.001472,0.011156,0.008612,0.005424
gan,91,28.144295337879953,0.5416383511145058,0.7495440805968849,1.0554593561167194,11.276655518199872,91.4098634343816,157.7080493364671,11.35126258206654,0.44780463493220757,-0.04047759450132693,0.31009789585810976,0.05585048974460214,-11.147626970748515,0.009036000000000044,0.006180000000000019,0.000588,2.8e-05,0.006379999999999997,0.0017079999999999942,0.002156,0.009036,0.00618,0.000588,0.006488,0.001708,0.00218
bicubic,91,31.749616516403933,0.7461961177357516,0.45950572142740986,0.7433944726542668,-10.285522322504994,54.177052516214715,111.19798550247255,12.443341386989088,1.6414120728181256,0.7381975747737597,0.2884905672441785,0.2530494579946992,-19.38676258829043,0.009648000000000101,-0.010443999999999981,-0.001248,0.0,-0.005556000000000005,-0.005196000000000006,-0.0027480000000000004,0.009648,0.010444,0.001248,0.005448,0.005196,0.002724
cnn,92,31.013298851774596,0.7144442946934582,0.5905465115318106,0.8832689809944317,-19.89761542316707,76.48403996040659,139.92870945493294,21.06727916554738,1.1708056726281673,-0.1669378802228616,0.30007095286464147,0.21035331459009785,-8.911558090658414,-0.00046400000000001995,-0.014460000000000028,-0.004936,-1.2e-05,-0.011644000000000002,-0.010972000000000003,-0.006808,0.000464,0.01446,0.004936,0.011584,0.010964,0.006804
gan,92,28.45250020305388,0.5543734835604158,0.7999051633351797,1.1466215392659385,13.62761287088337,106.13008102072733,188.28347608903186,14.06354910601836,0.4605268164240698,-0.1495112635957101,0.33620404752662225,0.05122179162100524,-7.5723123947866995,0.0023839999999999417,0.01153599999999999,0.0005040000000000001,8.400000000000001e-05,0.004788000000000001,0.0015239999999999976,0.0010760000000000006,0.002384,0.011536,0.000504,0.004848,0.001532,0.00108
bicubic,92,32.02156013707271,0.7397291574185354,0.5001908357590537,0.8103520391846807,-12.926610175944475,64.76454756063609,131.57346695835076,15.700161539418822,1.7238304909326931,0.6773273127511596,0.31615661399934725,0.27959696960451075,-15.893665423094617,0.01034400000000002,-0.01202399999999998,-0.002732,-1.2e-05,-0.00869600000000001,-0.005260000000000001,-0.0027480000000000004,0.010344,0.012024,0.002732,0.008636,0.005252,0.002744
cnn,93,30.29533652692246,0.6865691940225759,0.6695716236656547,0.9970439731733047,-26.483905393393506,100.16239755367167,176.85303954544423,28.135634259501742,1.1418018407802395,-0.2237132657381573,0.34020406367899453,0.23402462931334253,-4.267304287460803,0.005912000000000028,-0.01541600000000004,-0.00698,-8e-06,-0.017072000000000004,-0.012024,-0.0058920000000000005,0.005912,0.015416,0.00698,0.016908,0.01202,0.005884
gan,93,27.943917130606025,0.5352095516250012,0.8857976346522932,1.2795044861029663,16.858588302412723,135.69226031784416,242.63175816928862,17.109642597381168,0.45821600384451544,-0.22006092857936332,0.3717712022734091,0.04304778752248488,-1.7926259513708054,0.0027719999999999967,0.008863999999999983,0.005992000000000001,0.000152,0.0036239999999999883,0.0025439999999999977,0.004932000000000001,0.002772,0.008864,0.005992,0.003788,0.002548,0.00494
bicubic,93,31.31296421252371,0.7069871718340309,0.5761487957620043,0.9161520764776524,-18.19198917864153,85.31004027038848,162.447083306663,22.996444494282734,1.692444185513485,0.6617494142312497,0.36546769024059533,0.3270341432338935,-10.273909192135864,0.017172000000000076,-0.013440000000000007,-0.003703999999999999,-8e-06,-0.012020000000000003,-0.006632000000000006,-0.0034400000000000003,0.017172,0.01344,0.003704,0.011856,0.006628,0.003432
cnn,94,29.83549976954275,0.6796599825669789,0.7323169980105593,1.093257654494108,-30.1929012109217,126.6122216047059,216.19952759315393,34.45372039867515,1.211603575570091,-0.38816346928615886,0.3743699490264438,0.24982277804196398,-1.7426972596895887,0.006328,-0.014560000000000017,-0.01076,-1.2e-05,-0.01756400000000001,-0.013356,-0.005904,0.006328,0.01456,0.01076,0.01754,0.013288,0.0059
gan,94,27.818781699803296,0.5336286052228121,0.9400534411930761,1.3528590326328276,17.714520403432505,165.12228461311227,281.738042878422,18.125413841268422,0.49547003061583283,-0.22622840866242644,0.3991428315905086,0.05674902184084463,-0.41363441822818103,-0.0026720000000000077,0.012983999999999996,0.005763999999999998,0.000224,0.0038799999999999946,0.0046,0.0025839999999999995,0.002672,0.012984,0.005764,0.003904,0.004668,0.002588
bicubic,94,30.82532148959087,0.6993161788695184,0.6350650674657794,1.0111336894574614,-23.420190359567655,108.38875373495829,198.51511465535384,31.820781022670264,1.8523515485678892,0.6083972946145919,0.4004164553896176,0.35733795042484606,-7.550757805519959,0.016195999999999988,-0.01322000000000001,-0.0073279999999999994,-1.2e-05,-0.01582800000000001,-0.010844,-0.00474,0.016196,0.01322,0.007328,0.015804,0.010776,0.004736
cnn,95,29.14655288301489,0.6752683083925748,0.7685563362543042,1.161473011329405,-31.528129442229726,142.9650698354888,243.12577659669867,36.337644293774176,1.259738243379491,-0.5031772409980597,0.3936554809074822,0.2599608622211772,0.2151845848434224,0.006587999999999927,-0.01813999999999999,-0.010103999999999998,-1.6000000000000003e-05,-0.017228000000000007,-0.012772000000000006,-0.005628,0.006588,0.01814,0.010104,0.017172,0.01276,0.005624
gan,95,27.116255372287267,0.5193843819014713,0.9889471648692585,1.4375325849802298,18.974248562888555,187.1108973839791,320.16032705401545,19.16662838061326,0.5173581544491684,-0.23698515314920776,0.42870073123399577,0.07028621244570968,2.0328507551032633,0.00033199999999999896,0.008011999999999964,0.007320000000000004,0.000424,0.0039000000000000007,0.007595999999999999,0.003259999999999999,0.000332,0.008012,0.00732,0.003956,0.007608,0.003264
bicubic,95,30.019670629040128,0.6919741048607335,0.6740633803762155,1.0844197964969746,-26.96965060742129,123.81177532516999,223.82991107756482,37.7880697350736,2.0154838682032827,0.5795824031313632,0.4257964454624061,0.38110367752677576,-5.839944543608455,0.014971999999999985,-0.01434000000000002,-0.008583999999999998,-2e-05,-0.017904000000000003,-0.011912000000000006,-0.0055720000000000006,0.014972,0.01434,0.008584,0.017848,0.0119,0.005568
cnn,96,28.827387780311863,0.6630599209878166,0.8109219237973222,1.2307966892409103,-32.725901983958465,157.89738586062853,265.7568583502254,39.29070998980948,1.3386979998293407,-0.5883754672729382,0.4156940296387172,0.28075951563385904,-1.0428572320810385,0.006423999999999985,-0.018003999999999964,-0.010711999999999996,-4e-05,-0.01632,-0.014816000000000003,-0.005468000000000001,0.006424,0.018004,0.010712,0.016296,0.014784,0.005452
gan,96,26.96586557973674,0.5246104578275994,1.0152245800973616,1.4899166323956978,22.610962669203726,201.39751811840054,341.57472562407634,22.726770484430865,0.5505003201355743,-0.28351453229909174,0.4412501619544775,0.07574086487799903,2.1700038690689425,0.0013079999999999758,0.00615600000000005,0.006972000000000006,0.000532,0.005955999999999989,0.007896,0.004451999999999999,0.001308,0.006156,0.006972,0.00598,0.007928,0.004468
bicubic,96,29.73549108054631,0.6828297051966237,0.7088224123536913,1.1440642377406585,-29.888695575709974,136.11409355446222,244.36462113492473,42.484367400254676,2.233160412218125,0.4616798101876718,0.4508216064131328,0.4066687860680711,-4.849788423942908,0.014988000000000001,-0.008496000000000004,-0.011531999999999997,-4e-05,-0.018408000000000008,-0.014604000000000006,-0.005184,0.014988,0.008496,0.011532,0.018384,0.014572,0.005168
cnn,97,28.65189419481235,0.6617771533464998,0.8222668555291113,1.2619127758705884,-35.82169966520504,164.38420732081164,279.7589928561327,43.9437348657523,1.4102461291630604,-0.564834071939643,0.43470492089576007,0.3138925615948318,-0.7476036979522309,0.006343999999999905,-0.00966800000000001,-0.013787999999999998,-3.2e-05,-0.020184000000000007,-0.016248000000000005,-0.007228,0.006344,0.009668,0.013788,0.02016,0.01618,0.007216
gan,97,26.723655277751952,0.5289308736724847,1.0312038717949883,1.5366637974260688,21.483626395296135,209.75178479884875,360.11637174227593,21.578372722358836,0.5753788317458496,-0.28010580297163656,0.4482823194262144,0.07647279923906343,3.146499515255469,0.0007199999999999429,0.011835999999999958,0.005208000000000004,0.0007559999999999999,0.00444399999999999,0.00614,0.004036,0.00072,0.011836,0.005208,0.004468,0.006208,0.004048
bicubic,97,29.46205045961266,0.6795910183642431,0.7264899991842554,1.183946292844481,-32.43907385297383,143.41895227023963,261.21997585045045,46.45176249959077,2.326215452175966,0.4197700954172925,0.4670368505661824,0.42404476860724577,-4.22533943424871,0.013135999999999926,-0.006395999999999957,-0.013167999999999996,-3.6e-05,-0.020300000000000012,-0.016060000000000005,-0.006692,0.013136,0.006396,0.013168,0.020276,0.015992,0.00668
cnn,98,28.544514144829375,0.6573197440807647,0.8406302156980908,1.2892624101974897,-33.800943649006115,169.8289771898376,288.13010681950453,43.40583486441424,1.4152413913188078,-0.669272344881235,0.439143736691007,0.31168765574186713,-0.5840237377562101,0.007192000000000087,-0.0015479999999999938,-0.0127,1.2e-05,-0.021376000000000006,-0.01874,-0.004756,0.007192,0.001548,0.0127,0.021372,0.01874,0.004752
gan,98,26.64084044530737,0.5271217877039142,1.0475063615300721,1.5663100392732592,26.762209353585884,217.71900101101892,378.1066791930853,26.813645399001665,0.5743367203628341,-0.27332573144890304,0.4567913324460713,0.07111695616267419,1.3031676367231295,0.0019080000000000208,0.012028000000000039,0.006284000000000001,0.001084,0.006615999999999997,0.0069119999999999945,0.0058720000000000005,0.001908,0.012028,0.006284,0.00662,0.006912,0.005876
bicubic,98,29.356933658639058,0.6737133506353926,0.7438646377782739,1.208051335282419,-33.52517502222458,148.34339201328822,267.1253708526043,48.72186501145862,2.444925985148707,0.3406054927478599,0.47513239265932233,0.43062388633417603,-4.346578599562314,0.012944000000000067,5.6000000000056005e-05,-0.015003999999999998,-1.2e-05,-0.022488000000000008,-0.018328000000000004,-0.007188,0.012944,5.6e-05,0.015004,0.022484,0.018328,0.007184
cnn,99,28.65820439355089,0.6745476355921793,0.8405750891735151,1.2991791208157035,-32.224176792183535,168.8126605669737,288.52561074859125,42.29975803015072,1.4147342849975655,-0.751498032782143,0.434592594652461,0.3015507561164092,-1.5976892423952158,0.007187999999999972,-0.005859999999999976,-0.012448,-7.999999999999998e-06,-0.028628,-0.019104000000000003,-0.005388,0.007188,0.00586,0.012448,0.028616,0.019016,0.005388
gan,99,26.783598904944242,0.5415666784587181,1.0521270916363992,1.5708674941531018,25.823502229429973,219.18823188253174,380.6511709146418,25.85549786984046,0.5689167833666757,-0.31260767634754405,0.4597843903422663,0.07228288082912679,1.1270572978298876,0.0024880000000000457,0.010759999999999992,0.005588000000000003,0.00124,0.002339999999999995,0.0036239999999999953,0.005520000000000001,0.002488,0.01076,0.005588,0.002352,0.003712,0.00552
bicubic,99,29.468620678578965,0.6876083145642499,0.7474316594440468,1.2203449129313206,-34.37507398852506,148.72221526410448,269.9307512072991,49.82644687515501,2.5523854840485902,0.2693291832355893,0.4752214633883037,0.429937219036318,-3.939761203063048,0.01352399999999998,-0.0046359999999999735,-0.01574,-4.4e-05,-0.025604000000000002,-0.021864,-0.00764,0.013524,0.004636,0.01574,0.025592,0.021776,0.00764
cnn,100,28.590513384063794,0.6828487663338302,0.8219968935506361,1.2808221994699889,-33.060772501986136,163.63490485128247,283.1378994797086,42.484355794647264,1.4681589984768413,-0.7790384388783611,0.42723420339883594,0.29835342090252814,-1.526707029145303,0.006552000000000002,-0.00717599999999996,-0.010176000000000001,-6.4e-05,-0.028244000000000005,-0.0198,-0.005564,0.006552,0.007176,0.010176,0.028024,0.01974,0.00556
gan,100,26.701302033238004,0.5512807937496766,1.032596363968959,1.5500960184690218,24.319974634459477,212.1874808833495,371.0137236500445,24.35190753076515,0.6002200053305153,-0.3369455475328218,0.45137580863672705,0.0725667505729281,1.3573996963586605,0.0032919999999999616,0.012187999999999977,0.005535999999999999,0.000888,0.0019440000000000013,0.001223999999999996,0.005044,0.003292,0.012188,0.005536,0.002164,0.001284,0.005048
bicubic,100,29.324990920404556,0.69445033881959,0.7376928966036634,1.2122859835593294,-33.96093429054676,145.03268879743624,267.69472660712074,49.762366718304584,2.644240258534199,0.20391232906647483,0.4669233906539815,0.4226872455883281,-4.60892803460106,0.013700000000000045,-0.0021799999999999597,-0.014656,-7.2e-05,-0.028620000000000007,-0.022336,-0.007956000000000001,0.0137,0.00218,0.014656,0.0284,0.022276,0.007952
cnn,101,27.993038961045276,0.6864682077342578,0.8213542283746493,1.2744701958020896,-33.00637638117751,161.8669951973345,278.95564591466183,42.67333437112419,1.4744151446426927,-0.8164064002039639,0.4209141149171818,0.2885718179179824,-1.4341192932314524,0.0044560000000000155,-0.0030599999999999516,-0.01092,-8.4e-05,-0.030712000000000003,-0.018696000000000004,-0.0067,0.004456,0.00306,0.01092,0.03056,0.01858,0.006692
gan,101,26.06215212689535,0.5488902958506824,1.0387921070905535,1.5492137553092193,22.227490492812137,212.55353034148177,367.2604399779341,22.249927159855353,0.5969496788432239,-0.35928861414944535,0.44924914092520607,0.07218883450034895,1.9254676361563607,0.0031560000000000477,0.011896000000000018,0.005592,0.000692,0.0033879999999999882,0.004336,0.00404,0.003156,0.011896,0.005592,0.00354,0.004452,0.004048
bicubic,101,28.82174933053461,0.6987538898326827,0.7257608117855573,1.1938147562448571,-32.47016071774198,141.20450631107087,261.32026191362155,48.23206289084949,2.680792221429804,0.17278886920921632,0.45757001765461836,0.4134067988342461,-5.381849631763028,0.013608000000000064,-0.0035600000000000076,-0.013163999999999999,-8.4e-05,-0.029572,-0.022496000000000002,-0.007852,0.013608,0.00356,0.013164,0.02942,0.02238,0.007844
cnn,102,28.291081132346044,0.6835370851434701,0.8039147589988129,1.253571282543995,-30.371324812985353,157.63616019155518,271.7774782467191,39.43326539661679,1.4504262910183372,-0.7426796078839972,0.41378189525574693,0.28896807557496973,-1.817872475324208,0.0045000000000000595,0.0019239999999999258,-0.008200000000000002,-7.6e-05,-0.03372,-0.021816000000000002,-0.0052320000000000005,0.0045,0.001924,0.0082,0.033624,0.021812,0.005232
gan,102,26.321789102267267,0.5436445565332363,1.022343692936797,1.529345349453454,20.422453202126217,208.17795027365815,360.95755419540285,20.44564888978111,0.5952692064767591,-0.359525878322386,0.4384960767027062,0.061269013139057554,2.4305293057269797,0.0033920000000000616,0.007647999999999988,0.0035639999999999977,0.0007,0.00133599999999999,0.0030919999999999975,0.003936,0.003392,0.007648,0.003564,0.001432,0.003096,0.003936
bicubic,102,29.170104208870026,0.6977776894141385,0.7102515964696474,1.1669645365183479,-30.70733952902512,137.1947743334294,251.6402728210928,45.74371852310415,2.6577634147241556,0.18687585620574465,0.44704878548005444,0.4046860007221837,-4.795553410981906,0.01223200000000002,0.0016599999999999948,-0.012312000000000002,-7.6e-05,-0.028556000000000012,-0.022696000000000004,-0.008748,0.012232,0.00166,0.012312,0.02846,0.022692,0.008748
cnn,103,28.24977328579452,0.6852107665165743,0.7881938568812085,1.2296407622903553,-33.29002277656016,156.33113038715427,269.4603972710782,40.326592289470426,1.4926796789461567,-0.7630995664481102,0.4073665082605704,0.289648755859236,-0.22786971455597715,0.0047280000000000655,0.0023320000000000007,-0.008844000000000001,-5.6e-05,-0.033056,-0.023604000000000003,-0.005816,0.004728,0.002332,0.008844,0.032976,0.02352,0.0058
gan,103,26.213207455171297,0.5371480781626947,1.0177708886155203,1.5173523501377209,17.239205648687374,208.90499265010692,353.8116520070126,17.325774379895986,0.6018112092989811,-0.3799060956327702,0.43785142965411317,0.06630870705847904,1.7553190873699176,0.0034480000000000066,0.010660000000000003,0.004451999999999998,0.000548,0.0003399999999999931,0.002679999999999995,0.003944,0.003448,0.01066,0.004452,0.00042,0.002764,0.00396
bicubic,103,29.079941733627123,0.6956331748856962,0.7045645823742397,1.1546379944652079,-29.593671745969456,137.32454599514944,252.00699648230696,43.27665747271255,2.6802882882893013,0.15091749972690005,0.4405172346876014,0.39882258363517653,-3.7398913328070282,0.012348000000000026,0.000984000000000096,-0.011472000000000001,-6.8e-05,-0.028904,-0.023784000000000003,-0.008256,0.012348,0.000984,0.011472,0.028824,0.0237,0.00824
cnn,104,28.244665117236963,0.6888778869443543,0.786268718059965,1.2157020877481097,-31.691946521847314,159.6797345194318,270.74458464314904,41.34452414210078,1.4883095110801194,-0.7478077444201947,0.40278462056680714,0.2823780056835857,0.7970566121643561,0.0050040000000000084,0.003936000000000051,-0.01036,-0.000148,-0.028876,-0.022040000000000004,-0.005256,0.005004,0.003936,0.01036,0.02882,0.02204,0.005244
gan,104,26.24074457691597,0.5481266361156376,1.006920459517232,1.4912343861895152,17.419596267749263,211.74572597135315,353.04401980970187,18.851376069426543,0.6102428091061628,-0.33425320906082057,0.4285596247079644,0.06428273317348324,1.8986020094129188,0.0030959999999999877,0.012368000000000046,0.0027079999999999986,0.0005759999999999999,-0.0016720000000000068,-0.0015480000000000008,0.0032440000000000004,0.003096,0.012368,0.002708,0.001616,0.001548,0.003256
bicubic,104,29.09959562091021,0.7024352959673332,0.6947958777733492,1.1384523747428545,-28.915124098454537,138.74717292836516,254.1338663218454,42.90798741345049,2.6172715974029352,0.20217497815475527,0.43387551140796893,0.3926669663221284,-3.850523863509528,0.011780000000000013,0.0015960000000000418,-0.012292,-0.000176,-0.02536400000000001,-0.020588000000000002,-0.008116,0.01178,0.001596,0.012292,0.025308,0.020588,0.008104
cnn,105,28.705358550909303,0.7054813628174518,0.7672283498710443,1.1973324165269095,-33.40952193228071,159.83488572276448,278.8030229395426,42.270198069269384,1.4820172969858503,-0.668924074540989,0.39666686289653963,0.28620291053121966,0.8304948180249578,0.005027999999999921,0.0013880000000000559,-0.013328,-0.000332,-0.024492,-0.019504000000000004,-0.0059,0.005028,0.001388,0.013328,0.024484,0.019484,0.005896
gan,105,26.63290763788142,0.5702993477738177,0.9858905214366775,1.4860230518793838,18.255344546047372,211.44896954276916,362.5805841031787,19.014482451726693,0.5979004337157556,-0.26837822566916714,0.42046203574747143,0.05978504699202181,2.242330639488255,0.0032879999999999576,0.017311999999999994,0.0009119999999999996,0.00047200000000000003,-0.0006080000000000113,-0.0002400000000000041,0.0019679999999999993,0.003288,0.017312,0.000912,0.0006,0.00022,0.001972
bicubic,105,29.5126406727681,0.7180452676886274,0.6798324518769502,1.1288249539322304,-29.225483638957844,139.62089348725013,264.74221779037214,43.586454055036924,2.4955565860505717,0.3327298628728461,0.42616216184713357,0.3857462742267614,-4.016456770988116,0.010463999999999918,0.0013960000000000639,-0.013332,-0.000364,-0.02179600000000001,-0.018208000000000002,-0.007212,0.010464,0.001396,0.013332,0.021788,0.018188,0.007208
cnn,106,29.215031902459536,0.7177652127855297,0.7509207698913145,1.1797713359370159,-34.07996311230902,159.4076958499949,282.3059050234657,42.468816849657806,1.4892486458592331,-0.5977763173602026,0.3908866796956757,0.2889766766960363,0.6961675937918983,0.006951999999999958,-0.0005159999999999609,-0.013012,-0.00039600000000000003,-0.026288000000000006,-0.021164000000000002,-0.006880000000000001,0.006952,0.000516,0.013012,0.026068,0.021132,0.006848
gan,106,27.298351027651485,0.5912494199003457,0.9574495959388724,1.4415140490995129,13.83322490942047,208.22522210756105,355.5413037639799,19.579120044728526,0.603352277878165,-0.2419979493566844,0.4077048516663229,0.06844310685602359,3.3920918431327323,0.0044319999999999915,0.02078000000000002,0.0019920000000000007,0.000528,-0.004348000000000005,0.0012919999999999945,0.0005800000000000007,0.004432,0.02078,0.001992,0.004128,0.001324,0.000612
bicubic,106,30.052774505834464,0.7286164694537483,0.66845071273474,1.1130060814477456,-28.189584322039455,139.20099979199236,265.0153763783454,42.429101516985874,2.3863905209204215,0.4324937805219422,0.4184368776199282,0.38007126940552954,-4.022619666999143,0.010823999999999945,0.0025519999999999987,-0.01234,-0.0005,-0.024908,-0.018604000000000002,-0.006384000000000001,0.010824,0.002552,0.01234,0.024688,0.018572,0.006352
cnn,107,28.940019095289955,0.7228803372288837,0.7454418906166135,1.1788937065283502,-36.02210077603226,163.29743134977699,295.3634906942361,45.10815606491785,1.4337721688857525,-0.5680522993568067,0.38687975317811596,0.2827773547509358,0.2727231912569881,0.005755999999999983,0.0015759999999999108,-0.015936,-0.0005960000000000001,-0.0266,-0.020268,-0.006104,0.005756,0.001576,0.015936,0.026512,0.020184,0.00608
gan,107,27.01917942329324,0.5962520616635881,0.9532637243677455,1.4474222218354484,15.474934432856482,214.73451172427838,379.9935048512574,19.42581210688237,0.5986200882197961,-0.27322197202795806,0.4049237802990554,0.057917542834701234,4.046306268997359,0.0031400000000000317,0.015923999999999938,0.0010999999999999968,0.0006079999999999999,-0.002828000000000011,-0.0009840000000000057,0.0025640000000000003,0.00314,0.015924,0.0011,0.00274,0.0009,0.002588
bicubic,107,29.76143951038276,0.7324421501309583,0.6612678020615187,1.1140428094289259,-28.438097331584498,141.84494353427047,276.3144695245877,43.416429396646635,2.3379272678118017,0.439892009732624,0.4105251799912256,0.37089343020205884,-4.356336899290159,0.011183999999999972,0.0041519999999999335,-0.012804,-0.000648,-0.020860000000000004,-0.016188,-0.006964,0.011184,0.004152,0.012804,0.020772,0.016104,0.00694
cnn,108,29.994517076582532,0.724555615857204,0.7323056330668082,1.1581403368122662,-38.32790131778229,163.02870228867036,290.5103485887682,47.95759169485232,1.4133795495769714,-0.4923270565403648,0.3789482342287064,0.28516287729811274,1.6345563716611906,0.006643999999999983,0.0021639999999999437,-0.020716,-0.000588,-0.022292000000000006,-0.020136,-0.007328,0.006644,0.002164,0.020716,0.022236,0.020044,0.007324
gan,108,27.939256617378902,0.5957979168814084,0.9484526669751686,1.4488564019650603,17.75251166075911,218.5462555406561,393.3112591592188,19.21793942245591,0.5769990342709688,-0.25823137985655187,0.3979236611912447,0.05065947080254972,4.97628278240693,0.0025359999999999827,0.017919999999999936,0.0002960000000000046,0.0009519999999999999,0.001119999999999996,0.00038799999999999946,0.0024480000000000005,0.002536,0.01792,0.000296,0.001176,0.00048,0.002452
bicubic,108,30.81008770194736,0.7356659186197875,0.6498746340372977,1.0970964986341991,-27.717467925606286,141.5561145923122,273.1952966600829,42.34754727529428,2.265988775860266,0.4981966172748118,0.40109216824473654,0.3607859674220343,-3.260172285541463,0.009260000000000046,0.0039959999999999996,-0.015672,-0.000608,-0.016476000000000005,-0.015416000000000006,-0.00614,0.00926,0.003996,0.015672,0.01642,0.015324,0.006136
cnn,109,29.340460131888744,0.722869843993357,0.7238174022099859,1.1429201592213931,-37.61072226387199,163.41812386941362,287.3027781097719,46.322169251232104,1.3754086165604031,-0.4035505710499283,0.37481862648779113,0.2771330838057288,1.2650964353416079,0.005144000000000037,-0.0020760000000000778,-0.020496,-0.0005560000000000001,-0.023764000000000007,-0.017124,-0.007208,0.005144,0.002076,0.020496,0.023732,0.0171,0.0072
gan,109,27.241141633895886,0.5917390117384631,0.9402011101902144,1.4347720576586844,17.913362871534627,220.05443586828414,393.45117053713057,21.243426744305065,0.5700900518751983,-0.18698823829153177,0.39636005154768894,0.04622087331996528,6.828928936688699,0.0032200000000000006,0.016403999999999974,-0.0038839999999999986,0.00088,-0.0024320000000000036,-0.0026639999999999997,0.003332,0.00322,0.016404,0.003884,0.0024,0.00264,0.00334
